t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
427,1,2,2,0,0,1,0,0,1
428,1,2,2,1,1,2,0,1,1
429,1,2,3,1,1,2,1,1,2
430,2,2,3,1,1,2,1,1,2
431,2,2,3,2,2,2,1,2,2
432,2,2,0,2,2,2,2,2,2
433,2,2,0,2,2,2,2,2,2
434,2,2,0,2,2,2,2,2,2
435,2,3,0,2,2,2,2,2,2
436,2,3,0,2,2,2,2,2,2
437,2,3,0,2,2,2,2,2,2
438,2,0,0,2,2,3,2,2,2
439,2,0,0,2,2,3,2,2,3
440,3,0,0,2,2,3,2,2,3
441,3,0,0,3,3,0,2,3,3
442,3,0,1,3,3,0,3,3,0
443,0,0,1,3,3,0,3,3,0
444,0,0,1,0,0,0,3,0,0
445,0,0,2,0,0,0,0,0,0
446,0,0,2,0,0,0,0,0,0
447,0,0,2,0,0,0,0,0,0
448,0,1,2,0,0,0,0,0,0
449,0,1,2,0,0,0,0,0,0
450,0,1,2,0,0,0,0,0,0
451,0,2,2,0,0,1,0,0,0
452,0,2,2,0,0,1,0,0,1
453,1,2,2,0,0,1,0,0,1
454,1,2,2,1,1,2,0,1,1
455,1,2,3,1,1,2,1,1,2
456,2,2,3,1,1,2,1,1,2
457,2,2,3,2,2,2,1,2,2
458,2,2,0,2,2,2,2,2,2
459,2,2,0,2,2,2,2,2,2
460,2,2,0,2,2,2,2,2,2
461,2,3,0,2,2,2,2,2,2
462,2,3,0,2,2,2,2,2,2
463,2,3,0,2,2,2,2,2,2
464,2,0,0,2,2,3,2,2,2
465,2,0,0,2,2,3,2,2,3
466,3,0,0,2,2,3,2,2,3
467,3,0,0,3,3,0,2,3,3
468,3,0,0,3,3,0,3,3,0
469,0,0,0,3,3,0,3,3,0
470,0,0,0,0,0,0,3,0,0
471,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0
473,0,0,1,0,0,0,0,0,0
474,0,1,1,0,0,0,0,0,0
475,0,1,1,0,0,0,0,0,0
476,0,1,2,0,0,0,0,0,0
477,0,2,2,0,0,1,0,0,0
478,0,2,2,0,0,1,0,0,1
479,0,2,2,0,0,1,0,0,1
480,0,2,2,1,1,2,0,1,1
481,0,2,2,1,1,2,0,1,2
482,0,2,2,1,1,2,0,1,2
483,0,2,2,2,2,2,0,2,2
484,0,2,2,2,2,2,0,2,2
485,0,2,2,2,2,2,0,2,2
486,0,2,3,2,2,2,1,2,2
487,0,3,3,2,2,2,1,2,2
488,0,3,3,2,2,2,1,2,2
489,0,3,0,2,2,2,2,2,2
490,0,0,0,2,2,3,2,2,2
491,0,0,0,2,2,3,2,2,3
492,0,0,0,2,2,3,2,2,3
493,0,0,0,3,3,0,2,3,3
494,0,0,0,3,3,0,2,3,0
495,0,0,0,3,3,0,2,3,0
496,0,0,0,0,0,0,2,0,0
497,0,0,0,0,0,0,2,0,0
498,0,0,0,0,0,0,2,0,0
499,1,0,1,0,0,0,3,0,0
500,1,0,1,0,0,0,3,0,0
501,1,0,1,0,0,0,3,0,0
502,2,0,2,0,0,0,0,0,0
503,2,0,2,0,0,1,0,0,0
504,2,0,2,0,0,1,0,0,1
505,2,0,2,0,0,1,0,0,1
506,2,0,2,0,1,2,0,1,1
507,2,0,2,0,1,2,0,1,2
508,2,0,2,0,1,2,0,1,2
509,2,0,2,0,2,2,0,2,2
510,2,0,2,0,2,2,0,2,2
511,2,0,2,0,2,2,0,2,2
512,3,0,3,0,2,2,0,2,2
513,3,0,3,0,2,2,0,2,2
514,3,0,3,0,2,2,0,2,2
515,0,0,0,0,2,2,0,2,2
516,0,0,0,1,2,3,0,2,2
517,0,0,0,1,2,3,0,2,3
518,0,0,0,1,2,3,0,2,3
519,0,0,0,2,3,0,0,3,3
520,0,1,0,2,3,0,0,3,0
521,0,1,0,2,3,0,0,3,0
522,0,1,0,2,0,0,1,0,0
523,0,2,0,2,0,0,1,0,0
524,0,2,0,2,0,0,1,0,0
525,0,2,0,2,0,0,2,0,0
526,0,2,0,2,0,0,2,0,0
527,0,2,0,2,0,0,2,0,0
528,0,2,0,2,0,0,2,0,0
529,0,2,0,3,0,1,2,0,0
530,0,2,1,3,0,1,2,0,1
531,0,2,1,3,0,1,2,0,1
532,0,2,1,0,0,2,2,0,1
533,0,2,2,0,0,2,2,0,2
534,0,2,2,0,0,2,2,0,2
535,1,2,2,0,0,2,3,0,2
536,1,2,2,0,0,2,3,0,2
537,1,2,2,0,0,2,3,0,2
538,2,3,2,0,0,2,0,0,2
539,2,3,2,0,0,2,0,0,2
540,2,3,2,0,0,2,0,0,2
541,2,0,2,0,0,2,0,0,2
542,2,0,2,0,1,3,0,0,2
543,2,0,3,0,1,3,0,0,3
544,2,0,3,0,1,3,0,0,3
545,2,0,3,0,2,0,0,0,3
546,2,0,0,0,2,0,0,0,0
547,2,0,0,0,2,0,0,1,0
548,3,0,0,0,2,0,1,1,0
549,3,0,0,0,2,0,1,1,0
550,3,0,0,0,2,0,1,2,0
551,0,0,0,0,2,0,2,2,0
552,0,0,0,1,2,0,2,2,0
553,0,0,0,1,2,0,2,2,0
554,0,0,0,1,2,0,2,2,0
