variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,4042,182,4224,9.50e-05,26.0,4350,8.15,25.75,10.39,30,-7714.8,-1.149,-3.655,5252,2778,2458,1.274,4204,300.8,104.0,0,0.0,0,0,4,8,129.63,24.13,24.23,1.138,0.68,0,0.0,-0.0003,0.0136,0.0918,0.0006,0.0076,,,-95979.57,-40535.53,-95979.57,,,,ippo,retraso
local,4042,183,4225,9.00e-05,27.0,4350,9.77,28.22,12.28,38,-9250.2,-1.374,-4.014,5273,2804,2453,1.471,4195,306.5,105.9,0,0.0,0,0,4,7,129.58,24.14,24.76,1.141,0.678,0,0.0,0.0004,0.0171,0.0927,0.0005,0.0059,,,-105834.91,-48036.8,-105834.91,,,,ippo,retraso
local,4042,184,4226,8.50e-05,27.3,4350,8.1,25.91,10.25,31,-7710.9,-1.138,-3.628,5320,2853,2450,1.298,4201,301.6,104.2,0,0.0,0,0,4,7,130.12,24.62,25.12,1.176,0.659,0,0.0,-0.0023,0.0135,0.1056,0.001,0.014,,,-96514.76,-40365.85,-96514.76,,,,ippo,retraso
local,4042,185,4227,8.00e-05,27.2,4350,8.8,26.98,11.15,33,-8324.8,-1.24,-3.821,5267,2823,2428,1.364,4201,304.2,105.0,0,0.0,0,0,4,8,131.87,25.9,26.56,1.244,0.621,0,0.0,0.0001,0.014,0.1024,0.0004,0.0058,,,-100623.51,-43486.62,-100623.51,,,,ippo,retraso
local,4042,186,4228,7.50e-05,27.6,4350,8.49,26.6,10.64,30,-8034.8,-1.181,-3.712,5346,2879,2451,1.34,4195,303.2,104.7,0,0.0,0,0,4,9,129.06,23.97,24.33,1.096,0.696,0,0.0,-0.0009,0.013,0.0997,0.0005,0.0075,,,-99223.72,-42067.65,-99223.72,,,,ippo,retraso
local,4042,187,4229,7.00e-05,27.0,4350,8.1,25.95,10.24,32,-7713.6,-1.138,-3.626,5315,2845,2454,1.266,4206,302.2,104.3,0,0.0,0,0,3,7,128.43,23.18,23.65,1.058,0.718,0,0.0,-0.0011,0.012,0.0887,0.0003,0.004,,,-96349.45,-40326.4,-96349.45,,,,ippo,retraso
local,4042,188,4230,6.50e-05,26.2,4350,9.52,28.3,11.89,38,-8954.8,-1.327,-3.989,5301,2849,2437,1.481,4197,307.2,106.1,0,0.0,0,0,4,8,130.76,25.13,25.74,1.224,0.641,0,0.0,-0.0011,0.018,0.0909,0.0007,0.0119,,,-105729.87,-46675.43,-105729.87,,,,ippo,retraso
local,4042,189,4231,6.00e-05,26.8,4350,8.2,25.92,10.36,37,-7728.9,-1.145,-3.62,5293,2839,2440,1.27,4204,301.8,104.3,0,0.0,0,0,4,7,129.62,24.15,24.44,1.12,0.684,0,0.0,-0.0005,0.014,0.0823,0.0004,0.0058,,,-95813.36,-40626.83,-95813.36,,,,ippo,retraso
local,4042,190,4232,5.50e-05,26.3,4350,8.91,27.08,11.25,36,-8390.9,-1.246,-3.814,5288,2847,2424,1.373,4203,304.2,105.1,0,0.0,0,0,4,7,129.11,23.61,24.03,1.071,0.715,0,0.0,-0.0005,0.0161,0.083,0.0004,0.005,26.17,8.18,-100844.83,-44006.69,-100844.83,26.17,27.14,26.655,ippo,retraso
local,4042,191,4233,5.00e-05,26.8,4350,8.16,25.91,10.25,34,-7745.9,-1.134,-3.582,5364,2891,2458,1.272,4200,301.7,104.2,0,0.0,0,0,4,7,129.74,24.19,25.04,1.155,0.668,0,0.0,-0.0005,0.0148,0.0825,0.0004,0.0056,,,-96079.51,-40670.75,-96079.51,,,,ippo,retraso
local,4042,192,4234,4.50e-05,27.3,4350,8.9,27.18,11.08,33,-8397.3,-1.229,-3.808,5358,2877,2464,1.36,4201,304.8,105.2,0,0.0,0,0,4,8,130.34,24.55,25.29,1.129,0.674,0,0.0,-0.001,0.0162,0.0802,0.0005,0.0095,,,-102016.16,-44006.21,-102016.16,,,,ippo,retraso
local,4042,193,4235,4.00e-05,26.1,4350,8.26,26.09,10.38,31,-7868.1,-1.155,-3.638,5341,2862,2464,1.289,4208,302.1,104.4,0,0.0,0,0,5,7,129.24,23.79,24.22,1.102,0.701,0,0.0,-0.001,0.0145,0.0769,0.0006,0.0092,,,-97162.21,-41078.54,-97162.21,,,,ippo,retraso
local,4042,194,4236,3.50e-05,26.1,4350,8.38,26.52,10.61,33,-7990.3,-1.182,-3.707,5294,2826,2450,1.327,4203,303.2,104.7,0,0.0,0,0,4,7,128.89,23.5,24.36,1.1,0.691,0,0.0,-0.001,0.0136,0.0756,0.0004,0.0073,,,-98123.1,-41652.71,-98123.1,,,,ippo,retraso
